0.94396870,1.37887040,-0.36622367,-0.85955255,-0.37786573,-0.94572324,0.00000000
0.78915270,0.49414995,-0.36622367,1.24679340,-0.37786573,0.88558738,0.00000000
-0.28592083,-0.42595931,-0.27606055,-0.85955255,-0.37786573,-0.94572324,0.00000000
2.80413220,-0.42153571,-0.54654991,-0.85955255,-0.37786573,-0.94572324,0.00000000
-0.21427184,-0.35960528,-0.36622367,-0.02157115,1.65109140,1.10497900,0.00000000
0.63772435,1.49830770,-0.41130523,0.41345343,-0.37786573,0.83378658,0.00000000
6.43942880,-0.44365372,-0.50146835,-0.85955255,-0.37786573,-0.94572324,0.00000000
-0.19157453,-0.17823759,-0.27606055,-0.19709998,1.27482080,1.10802610,0.00000000
-0.15397152,-0.37287609,0.08459192,1.54088860,-0.37786573,0.91605844,0.00000000
0.29658711,0.16237979,-0.14081588,0.76324526,-0.37786573,1.11716740,0.00000000
0.09231128,-0.37287609,-0.36622367,0.91894271,2.26854000,1.51633830,0.00000000
-0.21732074,-0.45250093,-0.36622367,2.11768650,-0.37786573,0.44680414,0.00000000
-0.23171829,-0.12073076,3.46570890,-0.85955255,-0.37786573,-0.94572324,0.00000000
0.63569175,2.83865910,0.58048907,1.71177610,0.44609047,0.74846762,0.00000000
0.23933567,-0.00571710,-0.14081588,-0.85955255,-0.37786573,-0.94572324,0.00000000
0.22985023,-0.44807732,-0.14081588,-0.85955255,-0.37786573,-0.94572324,0.00000000
-0.15278584,-0.37287609,-0.23097900,0.26788264,-0.37786573,0.96176503,0.00000000
0.36535658,0.44991393,-0.00557120,-0.85955255,-0.37786573,-0.94572324,0.00000000
-0.16582832,-0.43038291,0.53540751,0.26281931,0.67294595,1.02880140,0.00000000
0.79863814,1.40098840,-0.36622367,1.00248770,-0.37786573,0.73323209,0.00000000
0.96277021,1.06479460,-0.41130523,1.01008270,-0.37786573,1.18420380,0.00000000
0.32402714,-0.11630716,0.30999972,-0.85955255,-0.37786573,-0.94572324,0.00000000
0.45021743,-0.29325125,0.85097843,-0.85955255,-0.37786573,-0.94572324,0.00000000
0.88197455,-0.45250093,-0.50146835,-0.85955255,-0.37786573,-0.94572324,0.00000000
0.09248066,-0.44807732,-0.45638679,-0.85955255,-0.37786573,-0.94572324,0.00000000
0.28032634,0.39240710,-0.27606055,4.95399610,1.46045380,1.01966000,0.00000000
-0.05437435,-0.27555684,-0.09573432,0.52315895,0.68921106,1.34874750,0.00000000
0.96107638,0.65339963,0.26491816,1.58097330,0.66754620,1.21772190,0.00000000
0.58877268,0.44549033,0.40016284,-0.85955255,-0.37786573,-0.94572324,0.00000000
0.41871221,0.32162947,-0.09573432,0.64045946,1.08161510,1.18115670,0.00000000
-0.06284349,0.02967172,0.49032595,0.79320330,0.61503031,0.91910555,0.00000000
0.84386339,0.75071888,0.35508128,-0.85955255,-0.37786573,-0.94572324,0.00000000
