-0.23087137	-0.3994177	-0.36622367	2.3273928	6.2721276	1.2329575	1
-0.28262633	-0.30386789	2.48067679	0.12840895	-0.27831602	1.12691818	0.00000000
-0.032354565	-0.28882764	-0.27606055	1.4564998	3.2450722	1.0105187	1
2.28609815	-0.41675822	-0.45819005	-0.85955255	-0.37786573	-0.94572324	0.00000000
0.35475904	0.06741737	-0.27643007	-0.85955255	-0.37786573	-0.94572324	0.00000000
31.50844300	3.55970630	-0.59163147	-0.85955255	-0.37786573	-0.94572324	0.00000000
1.59810444	2.08968798	-0.30987172	0.88075674	1.03927103	0.58659012	0.00000000
-0.23641358	-0.37623802	-0.13901261	0.61306684	3.48658205	0.81050669	0.00000000
1.09282455	2.04185777	-0.06474075	1.17733086	0.43246351	0.76541714	0.00000000
0.34663976	0.73604057	0.91450245	0.39112874	-0.28224610	0.77242895	0.00000000
0.25626781	-0.21036903	0.19155817	-0.85955255	-0.37786573	-0.94572324	0.00000000
-0.15883784	-0.25559085	1.75748330	0.68491187	0.14912453	1.09213174	0.00000000
-0.00885653	-0.38212544	-0.29655217	1.58101168	2.22420457	0.86176455	0.00000000
3.29026120	-0.36402888	-0.54654991	4.34892800	-0.37786573	0.53212310	0.00000000
0.42616505	0.003130105	-0.50146835	2.0999648	5.5914624	1.5986102	1
0.22442997	-0.2092028	-0.50146835	1.9417357	5.8419582	1.5742333	1
-0.19043202	-0.33618621	1.15152216	0.64401703	0.20723792	1.13031181	0.00000000
-0.39817937	-0.33822454	3.09378602	0.98815915	0.23390872	0.67317871	0.00000000
-0.78441482	-0.44365372	18.20737900	-0.85955255	-0.37786573	-0.94572324	0.00000000
0.017613402	-0.4038413	-0.32114211	1.6788644	2.7463194	1.565092	1
1.40399159	0.04183662	-0.18026224	2.08630438	-0.12115933	0.98538010	0.00000000
-0.092654892	-0.3994177	-0.0055711987	1.1029104	0.87276973	1.2085806	1
-0.37958959	-0.34412267	13.87954950	-0.85955255	-0.37786573	-0.94572324	0.00000000
0.30878268	-0.31979286	-0.50146835	1.6307628	6.1726931	1.5468094	1
0.40662956	0.38429717	-0.37373726	0.50659763	3.59686278	0.83073948	0.00000000
0.043020843	-0.43480652	-0.36622367	1.8155744	3.7314121	1.220769	1
0.35790373	-0.25786243	-0.41130523	0.9303352	3.2199831	1.4736788	1
0.44539001	1.59341510	4.45750315	0.99004034	-0.14882072	0.46203967	0.00000000
0.29099747	-0.23574442	-0.50146835	1.4750653	6.3472961	1.5407151	1
-0.36587222	-0.42623579	0.68051378	-0.85955255	-0.37786573	-0.94572324	0.00000000
-0.31082012	-0.37729969	-0.41130523	1.4265417	-0.37786573	1.1080261	1
0.12000539	0.09602575	3.33609940	0.52431929	0.54585420	0.58163858	0.00000000
-0.054204964	-0.41268851	-0.32114211	1.7767555	4.2067221	1.3396062	1
0.42701197	-0.15611958	-0.45638679	1.5535469	4.0606653	1.5041499	1
0.82181371	4.44156443	-0.24158642	-0.85955255	-0.37786573	-0.94572324	0.00000000
-0.10688306	-0.33748727	29.47776900	0.40628037	-0.09220563	0.62353628	0.00000000
0.26118607	-0.10303635	-0.50146835	1.8729588	4.3969646	1.4858672	1
0.1924166	-0.35518168	-0.36622367	1.8117769	4.3715462	1.5193854	1
0.41938974	-0.18266119	-0.32114211	0.67716862	1.7773271	1.1293559	1
5.55076123	-0.43812422	-0.52626321	-0.85955255	-0.37786573	-0.94572324	0.00000000
-0.0016962528	-0.34191087	-0.41130523	1.575488	4.2351366	1.2573343	1
0.33063308	-0.34633447	0.12967348	1.2181012	1.0804627	1.4401607	1
-0.14492647	-0.15788902	4.25012800	-0.85955255	-0.37786573	-0.94572324	0.00000000
0.3780603	-0.26670963	-0.41130523	0.82062968	5.1251739	1.1354501	1
0.54210768	0.78409697	0.44524440	1.58847242	-0.32732536	1.09431413	0.00000000
-0.028458757	-0.41268851	0.08459192	0.80417385	2.1916265	1.1933451	1
-0.35339797	-0.36370121	1.60066807	0.98018714	0.45566443	0.71314376	0.00000000
-0.017279483	-0.44365372	-0.32114211	1.7037591	3.1986145	1.3487475	1
-0.043872605	-0.41711211	-0.32114211	1.7767555	4.2067221	1.3548417	1
0.81566112	2.94371969	0.05829434	0.64812478	0.57125884	0.58900241	0.00000000
-0.012536761	-0.42153571	0.40016284	1.2181012	1.0804627	1.6900233	1
-0.03218000	-0.33468866	0.51424678	-0.85955255	-0.37786573	-0.94572324	0.00000000
0.31064589	-0.2092028	-0.50146835	1.7109322	7.1186047	1.4767259	1
0.43971569	-0.38172329	-0.45638679	1.5700028	4.0721563	1.2116277	1
-0.24521246	-0.04774132	9.94242625	0.93807086	0.00613682	0.45492975	0.00000000
0.76899612	2.09617451	-0.33501336	-0.85955255	-0.37786573	-0.94572324	0.00000000
0.1785272	-0.30209845	-0.32114211	1.0771718	2.2525054	1.3822656	1
0.26914707	-0.29767485	-0.41130523	1.4552339	-0.37786573	1.6077515	1
0.20237815	-0.12360012	0.37213916	1.76522615	-0.30444493	1.10316721	0.00000000
-0.11806233	-0.4082649	0.44524439	2.1197962	0.68888181	1.3853127	1
0.90695853	4.87970923	0.29647525	1.16921897	-0.32359492	0.52115352	0.00000000
0.40126576	0.14910898	-0.50146835	1.4628289	-0.37786573	1.650411	1
0.14041603	-0.41268851	-0.14081588	1.0991129	1.3052109	1.4645375	1
0.085705344	-0.43480652	-0.36622367	1.0185216	-0.37786573	1.5041499	1
0.43581988	-0.22247361	-0.36622367	1.1632485	2.3656697	1.2878054	1
0.41161614	0.36370075	0.10473474	0.53887862	0.50078924	0.87404728	0.00000000
-0.3477456	-0.43923012	-0.18589744	1.2029112	3.8428643	1.3091351	1
0.11670242	-0.30652205	-0.050652758	-0.85955255	-0.37786573	-0.94572324	1
0.22714010	0.59399697	1.49500070	-0.85955255	-0.37786573	-0.94572324	0.00000000
-0.34994758	-0.44365372	0.71573375	1.2181012	1.0804627	1.3335119	1
-0.13483124	-0.32864006	-0.32114211	1.6792863	7.7221917	1.2908525	1
8.86183072	-0.41047670	-0.53903632	-0.85955255	-0.37786573	-0.94572324	0.00000000
-0.084185745	-0.4082649	-0.18589744	1.1932065	3.6996392	1.2329575	1
0.32627532	0.51385509	0.66382165	-0.85955255	-0.37786573	-0.94572324	0.00000000
0.10287008	-0.32004896	-0.31473579	-0.85955255	-0.37786573	-0.94572324	0.00000000
0.23764184	-0.24459162	0.71573375	3.7134798	0.64193029	1.0409898	1
0.32344640	0.87230474	-0.15112023	-0.85955255	-0.37786573	-0.94572324	0.00000000
0.02150921	-0.26670963	-0.45638679	1.4054445	4.6050526	1.6107986	1
0.27558362	-0.27998044	-0.45638679	2.1303448	6.2721276	1.2146748	1
-0.10322498	-0.34571362	0.08142830	0.65463531	0.70352087	1.33912504	0.00000000
1.15827932	0.80703014	-0.14934482	1.04081619	0.59661971	0.90691713	0.00000000
-0.011181697	-0.41711211	-0.18589744	1.3522795	1.9368503	1.4432078	1
0.36230769	-0.31536926	-0.41130523	1.439622	-0.37786573	1.1506856	1
1.00685816	4.97020350	-0.38554434	0.71972472	2.42390991	0.26223658	0.00000000
1.21646351	0.52705050	-0.07601113	1.37042311	-0.35103777	1.11412033	0.00000000
0.71783119	2.53372549	0.40316827	1.60401149	-0.26748249	1.02392600	0.00000000
-0.035064692	-0.14727237	-0.41130523	1.8889927	5.253023	1.3487475	1
0.27947943	-0.3949941	-0.27606055	1.3522795	1.6864532	1.3335119	1
-0.33495462	-0.35679026	0.09825300	0.06598868	1.26595096	1.02372285	0.00000000
0.13863187	-0.25933696	-0.30761764	1.00984357	1.78720911	1.36774110	0.00000000
0.40922676	-0.36845248	-0.45638679	1.5535469	4.0606653	1.565092	1
0.15413605	-0.36845248	-0.41130523	1.3282287	-0.37786573	1.6047044	1
0.23882752	-0.14284877	-0.41130523	2.0695848	5.8929596	1.421878	1
2.11775015	2.51628911	-0.28733094	1.87069084	-0.37786573	0.70847436	0.00000000
0.004570916	-0.31536926	-0.230979	0.96662241	-0.37786573	1.8880852	1
-0.25001164	-0.37729969	-0.32114211	1.2691565	3.652984	1.0927906	1
0.10891081	-0.36402888	0.89605999	0.2674607	-0.08120857	1.0288014	1
-0.17898235	-0.36661831	-0.05285186	0.79378991	-0.37786573	0.70082872	0.00000000
1.13249191	0.94291677	-0.17967929	0.81975670	-0.37786573	0.87697143	0.00000000
0.12347774	-0.32421646	-0.36622367	0.7303336	3.6115969	1.220769	1
0.19749808	-0.33306367	-0.14081588	1.0813913	-0.37786573	1.8088605	1
0.022694891	-0.43038291	-0.36622367	1.5029136	3.4600087	1.5163383	1
-0.23036322	-0.3949941	-0.36622367	1.6425772	6.6687789	1.104979	1
-0.08003228	-0.39792240	-0.23161395	1.03229715	-0.37786573	1.05613948	0.00000000
0.12720416	-0.29325125	-0.45638679	1.5489056	4.6900987	1.5833746	1
-0.082491915	-0.36402888	-0.050652758	0.63624002	1.1123673	1.3822656	1
3.17809059	-0.43911669	-0.48297335	-0.85955255	-0.37786573	-0.94572324	0.00000000
-0.029305672	-0.35518168	-0.36622367	-0.85955255	-0.37786573	-0.94572324	1
-0.11156650	-0.37442435	-0.17124593	0.58965737	1.45146192	1.36680159	0.00000000
0.42294678	-0.10745995	-0.27606055	0.88603105	2.4836412	1.0592724	1
-0.12703963	-0.43480652	-0.27606055	1.7767555	4.2067221	1.1872509	1
0.40837985	-0.25343882	-0.50146835	1.6927886	6.6123779	1.4432078	1
-0.19021947	-0.4082649	-0.050652758	0.91134771	5.1251739	1.104979	1
2.80345462	4.83536263	-0.37185887	1.79864383	-0.28745279	0.44223348	0.00000000
-0.54727870	-0.42153571	23.97781800	-0.11988418	-0.12091651	0.90691713	0.00000000
-0.17603802	-0.40475653	0.12345533	0.46743320	0.58217651	0.82359454	0.00000000
0.046577885	-0.35075807	-0.095734317	1.0586063	1.9589432	1.2542872	1
0.18614943	-0.35960528	-0.27606055	1.8750685	2.1617303	1.1659211	1
0.01741861	-0.00770772	2.00055819	0.04910452	-0.34264222	0.86852359	0.00000000
0.76569316	1.20358516	-0.27793895	-0.85955255	-0.37786573	-0.94572324	0.00000000
-0.042178776	-0.37287609	-0.14081588	1.3725328	1.6613312	1.6747878	1
0.064363094	-0.42595931	-0.36622367	1.7767555	4.2067221	1.3548417	1
0.20884674	-0.30209845	-0.32114211	1.2797051	1.3428446	1.8850381	1
0.20257957	-0.41268851	-0.32114211	1.2235865	2.9641862	1.2817111	1
-0.0032206993	-0.38172329	-0.230979	1.5240108	1.2885507	1.3883599	1
-0.028797523	-0.15611958	-0.36622367	1.4564998	3.2450722	1.3609359	1
0.37433387	-0.2047792	0.17475504	2.5143141	-0.37786573	0.88254028	1
0.40651663	-0.34191087	-0.45638679	-0.85955255	-0.37786573	-0.94572324	1
-0.096889465	-0.43480652	-0.095734317	0.95185436	1.9589432	1.421878	1
0.24368573	-0.21392801	-0.11110303	0.90956403	1.04545108	1.19556115	0.00000000
-0.28303728	-0.39583669	0.84346484	0.28522254	-0.37786573	0.89567185	0.00000000
